Date,Asset,Ticker,Open,High,Low,Close,Adj Close,Volume,SMA_50,SMA_200,RSI_14,ATR_14,ADX_14,PLUS_DI_14,MINUS_DI_14,BB_Lower_20_2,BB_Middle_20,BB_Upper_20_2,MACD_12_26,MACDsignal_9,MACDhist,OBV,Stoch_%D_3,Stoch_%K_14_3,Daily_Info
2023-04-03,TSM,TSM,93.01000213623047,93.5999984741211,91.70999908447266,92.83999633789062,88.8157958984375,6863600,,,,1.8899993896484375,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,"日期：2023/04/03
商品：TSM
代號：TSM

開：93.0100
高：93.6000
低：91.7100
收：92.8400
成交量：6863600

各種技術指標：
ADX_14：N/A
ATR_14：1.8900
BB_Lower_20_2：N/A
BB_Middle_20：N/A
BB_Upper_20_2：N/A
MACD_12_26：0.0000
MACDhist：0.0000
MACDsignal_9：0.0000
MINUS_DI_14：0.0000
OBV：0
PLUS_DI_14：0.0000
RSI_14：N/A
SMA_200：N/A
SMA_50：N/A
Stoch_%D_3：N/A
Stoch_%K_14_3：N/A
"
2023-04-04,TSM,TSM,93.04000091552734,93.27999877929688,91.72000122070312,92.16999816894531,88.17481994628906,6338400,,,0.0,1.8664278302873885,,0.0,0.0,,,,-0.05344714738023981,-0.010689429476047963,-0.04275771790419185,-6338400.0,,,"日期：2023/04/04
商品：TSM
代號：TSM

開：93.0400
高：93.2800
低：91.7200
收：92.1700
成交量：6338400

各種技術指標：
ADX_14：N/A
ATR_14：1.8664
BB_Lower_20_2：N/A
BB_Middle_20：N/A
BB_Upper_20_2：N/A
MACD_12_26：-0.0534
MACDhist：-0.0428
MACDsignal_9：-0.0107
MINUS_DI_14：0.0000
OBV：-6338400
PLUS_DI_14：0.0000
RSI_14：0.0000
SMA_200：N/A
SMA_50：N/A
Stoch_%D_3：N/A
Stoch_%K_14_3：N/A
"
2023-04-05,TSM,TSM,91.5999984741211,92.18000030517578,89.05000305175781,90.19999694824219,86.29022216796875,9171800,,,0.0,1.95668278908243,100.0,0.0,9.746810059800188,,,,-0.25186370327691066,-0.05892428423622051,-0.19293941904069015,-15510200.0,,,"日期：2023/04/05
商品：TSM
代號：TSM

開：91.6000
高：92.1800
低：89.0500
收：90.2000
成交量：9171800

各種技術指標：
ADX_14：100.0000
ATR_14：1.9567
BB_Lower_20_2：N/A
BB_Middle_20：N/A
BB_Upper_20_2：N/A
MACD_12_26：-0.2519
MACDhist：-0.1929
MACDsignal_9：-0.0589
MINUS_DI_14：9.7468
OBV：-15510200
PLUS_DI_14：0.0000
RSI_14：0.0000
SMA_200：N/A
SMA_50：N/A
Stoch_%D_3：N/A
Stoch_%K_14_3：N/A
"
2023-04-06,TSM,TSM,89.66000366210938,90.91000366210938,89.4000015258789,90.23999786376953,86.32848358154297,5874500,,,0.40173166807142024,1.9247770281644327,100.0,0.0,9.20063533052828,,,,-0.4012570720054356,-0.12739084179006355,-0.27386623021537204,-9635700.0,,,"日期：2023/04/06
商品：TSM
代號：TSM

開：89.6600
高：90.9100
低：89.4000
收：90.2400
成交量：5874500

各種技術指標：
ADX_14：100.0000
ATR_14：1.9248
BB_Lower_20_2：N/A
BB_Middle_20：N/A
BB_Upper_20_2：N/A
MACD_12_26：-0.4013
MACDhist：-0.2739
MACDsignal_9：-0.1274
MINUS_DI_14：9.2006
OBV：-9635700
PLUS_DI_14：0.0000
RSI_14：0.4017
SMA_200：N/A
SMA_50：N/A
Stoch_%D_3：N/A
Stoch_%K_14_3：N/A
"
2023-04-10,TSM,TSM,88.41999816894531,89.02999877929688,86.47000122070312,89.0199966430664,85.16136932373047,12232900,,,0.35490214741859916,2.0565784292288596,100.0,0.0,18.172321455132074,,,,-0.6110524631507843,-0.22412316606220772,-0.3869292970885766,-21868600.0,,,"日期：2023/04/10
商品：TSM
代號：TSM

開：88.4200
高：89.0300
低：86.4700
收：89.0200
成交量：12232900

各種技術指標：
ADX_14：100.0000
ATR_14：2.0566
BB_Lower_20_2：N/A
BB_Middle_20：N/A
BB_Upper_20_2：N/A
MACD_12_26：-0.6111
MACDhist：-0.3869
MACDsignal_9：-0.2241
MINUS_DI_14：18.1723
OBV：-21868600
PLUS_DI_14：0.0000
RSI_14：0.3549
SMA_200：N/A
SMA_50：N/A
Stoch_%D_3：N/A
Stoch_%K_14_3：N/A
"
2023-04-11,TSM,TSM,88.63999938964844,89.83999633789062,88.47000122070312,89.23999786376953,85.37181091308594,11079200,,,2.5607079406052122,2.0075367640830484,97.95863614318563,2.881987991757081,17.286516945599075,,,,-0.7509085558364745,-0.3294802440170611,-0.4214283118194134,-10789400.0,,,"日期：2023/04/11
商品：TSM
代號：TSM

開：88.6400
高：89.8400
低：88.4700
收：89.2400
成交量：11079200

各種技術指標：
ADX_14：97.9586
ATR_14：2.0075
BB_Lower_20_2：N/A
BB_Middle_20：N/A
BB_Upper_20_2：N/A
MACD_12_26：-0.7509
MACDhist：-0.4214
MACDsignal_9：-0.3295
MINUS_DI_14：17.2865
OBV：-10789400
PLUS_DI_14：2.8820
RSI_14：2.5607
SMA_200：N/A
SMA_50：N/A
Stoch_%D_3：N/A
Stoch_%K_14_3：N/A
"
2023-04-12,TSM,TSM,88.91000366210938,89.5,86.86000061035156,86.87000274658203,83.10456848144531,11299100,,,2.03746005497824,2.0527126659091475,96.54123374704653,2.617235658850356,21.30084493932289,,,,-1.0409844947153033,-0.47178109415670955,-0.5692034005585938,-22088500.0,,,"日期：2023/04/12
商品：TSM
代號：TSM

開：88.9100
高：89.5000
低：86.8600
收：86.8700
成交量：11299100

各種技術指標：
ADX_14：96.5412
ATR_14：2.0527
BB_Lower_20_2：N/A
BB_Middle_20：N/A
BB_Upper_20_2：N/A
MACD_12_26：-1.0410
MACDhist：-0.5692
MACDsignal_9：-0.4718
MINUS_DI_14：21.3008
OBV：-22088500
PLUS_DI_14：2.6172
RSI_14：2.0375
SMA_200：N/A
SMA_50：N/A
Stoch_%D_3：N/A
Stoch_%K_14_3：N/A
"
2023-04-13,TSM,TSM,86.55999755859375,87.62999725341797,85.97000122070312,87.05000305175781,83.27676391601562,7910500,,,3.6478072095621457,2.02466147782384,95.41637585559045,2.463961329926099,23.193246687171342,,,,-1.2420298983275444,-0.6258308549908765,-0.6161990433366679,-14178000.0,,,"日期：2023/04/13
商品：TSM
代號：TSM

開：86.5600
高：87.6300
低：85.9700
收：87.0500
成交量：7910500

各種技術指標：
ADX_14：95.4164
ATR_14：2.0247
BB_Lower_20_2：N/A
BB_Middle_20：N/A
BB_Upper_20_2：N/A
MACD_12_26：-1.2420
MACDhist：-0.6162
MACDsignal_9：-0.6258
MINUS_DI_14：23.1932
OBV：-14178000
PLUS_DI_14：2.4640
RSI_14：3.6478
SMA_200：N/A
SMA_50：N/A
Stoch_%D_3：N/A
Stoch_%K_14_3：N/A
"
2023-04-14,TSM,TSM,87.94999694824219,88.37000274658203,86.54000091552734,87.19999694824219,83.42024993896484,7656400,,,5.048510930845538,2.010757217340329,93.09652660974234,4.932523030098201,21.68551035709623,,,,-1.3734245914856444,-0.7753496022898301,-0.5980749891958144,-6521600.0,,,"日期：2023/04/14
商品：TSM
代號：TSM

開：87.9500
高：88.3700
低：86.5400
收：87.2000
成交量：7656400

各種技術指標：
ADX_14：93.0965
ATR_14：2.0108
BB_Lower_20_2：N/A
BB_Middle_20：N/A
BB_Upper_20_2：N/A
MACD_12_26：-1.3734
MACDhist：-0.5981
MACDsignal_9：-0.7753
MINUS_DI_14：21.6855
OBV：-6521600
PLUS_DI_14：4.9325
RSI_14：5.0485
SMA_200：N/A
SMA_50：N/A
Stoch_%D_3：N/A
Stoch_%K_14_3：N/A
"
2023-04-17,TSM,TSM,87.75,88.05000305175781,87.16000366210938,87.98999786376953,84.17601776123047,8163600,,,12.281450122028843,1.9307030867909085,90.94238088145482,4.77011208115987,20.971481391835038,,,,-1.3976975733026364,-0.8998191964923914,-0.49787837681024505,1642000.0,,,"日期：2023/04/17
商品：TSM
代號：TSM

開：87.7500
高：88.0500
低：87.1600
收：87.9900
成交量：8163600

各種技術指標：
ADX_14：90.9424
ATR_14：1.9307
BB_Lower_20_2：N/A
BB_Middle_20：N/A
BB_Upper_20_2：N/A
MACD_12_26：-1.3977
MACDhist：-0.4979
MACDsignal_9：-0.8998
MINUS_DI_14：20.9715
OBV：1642000
PLUS_DI_14：4.7701
RSI_14：12.2815
SMA_200：N/A
SMA_50：N/A
Stoch_%D_3：N/A
Stoch_%K_14_3：N/A
"
